time,avg_power_demand_W,energy_demand_kWh,peak_power_W,day,month
2021-07-17,932.2222222222222,22.373333333333335,13424.0,Saturday,July
2021-07-18,1067.4166666666667,25.618000000000002,17952.0,Sunday,July
2021-07-19,9258.347222222223,222.20033333333333,27784.0,Monday,July
2021-07-20,24852.48611111111,596.4596666666666,108368.0,Tuesday,July
2021-07-21,21509.222222222223,516.2213333333333,60384.0,Wednesday,July
2021-07-22,4565.333333333333,109.568,40900.0,Thursday,July
2021-07-23,8308.375,199.401,81012.0,Friday,July
2021-07-24,1047.1666666666667,25.131999999999998,4944.0,Saturday,July
2021-07-25,0.0,0.0,0.0,Sunday,July
2021-07-26,12134.958333333334,291.239,53916.0,Monday,July
2021-07-27,6499.416666666667,155.98600000000002,27128.0,Tuesday,July
2021-07-28,9191.055555555555,220.58533333333332,52752.0,Wednesday,July
2021-07-29,2337.152777777778,56.09166666666666,26924.0,Thursday,July
2021-07-30,17837.152777777777,428.09166666666664,97428.0,Friday,July
2021-07-31,2546.8333333333335,61.124,8128.0,Saturday,July
2021-08-01,0.0,0.0,0.0,Sunday,August
2021-08-02,18046.972222222223,433.12733333333335,68856.0,Monday,August
2021-08-03,11284.055555555555,270.81733333333335,51020.0,Tuesday,August
2021-08-04,20663.819444444445,495.9316666666667,96740.0,Wednesday,August
2021-08-05,3543.2638888888887,85.03833333333333,27580.0,Thursday,August
2021-08-06,13221.069444444445,317.3056666666667,54728.0,Friday,August
2021-08-07,5033.888888888889,120.81333333333333,27880.0,Saturday,August
2021-08-08,9435.888888888889,226.46133333333333,53440.0,Sunday,August
2021-08-09,25000.791666666668,600.019,73052.0,Monday,August
2021-08-10,13540.0,324.96000000000004,54048.0,Tuesday,August
2021-08-11,10506.347222222223,252.15233333333336,43072.0,Wednesday,August
2021-08-12,5556.388888888889,133.35333333333332,27732.0,Thursday,August
2021-08-13,25630.416666666668,615.13,55404.0,Friday,August
2021-08-14,0.0,0.0,0.0,Saturday,August
2021-08-15,6722.333333333333,161.336,54724.0,Sunday,August
2021-08-16,1139.3333333333333,27.344,27344.0,Monday,August
2021-08-17,21054.98611111111,505.31966666666665,137332.0,Tuesday,August
2021-08-18,9790.083333333334,234.962,53836.0,Wednesday,August
2021-08-19,8087.986111111111,194.11166666666665,27404.0,Thursday,August
2021-08-20,18017.222222222223,432.4133333333333,77008.0,Friday,August
2021-08-21,9208.736111111111,221.00966666666667,27748.0,Saturday,August
2021-08-22,4029.0833333333335,96.69800000000001,27748.0,Sunday,August
2021-08-23,2409.4444444444443,57.82666666666666,61728.0,Monday,August
2021-08-24,13061.111111111111,313.46666666666664,73356.0,Tuesday,August
2021-08-25,6411.277777777777,153.87066666666666,35928.0,Wednesday,August
2021-08-26,20334.791666666668,488.03499999999997,55580.0,Thursday,August
2021-08-27,24621.88888888889,590.9253333333334,120340.0,Friday,August
2021-08-28,3516.0694444444443,84.38566666666667,41076.0,Saturday,August
2021-08-29,6493.416666666667,155.842,27912.0,Sunday,August
2021-08-30,9998.722222222223,239.96933333333334,40752.0,Monday,August
2021-08-31,0.0,0.0,0.0,Tuesday,August
2021-09-01,16499.569444444445,395.98966666666666,67184.0,Wednesday,September
2021-09-02,7891.555555555556,189.39733333333334,71648.0,Thursday,September
2021-09-03,24660.930555555555,591.8623333333334,134824.0,Friday,September
2021-09-04,0.0,0.0,0.0,Saturday,September
2021-09-05,1832.4444444444443,43.97866666666667,27776.0,Sunday,September
2021-09-06,5026.666666666667,120.63999999999999,27840.0,Monday,September
2021-09-07,29312.347222222223,703.4963333333333,152076.0,Tuesday,September
2021-09-08,21061.777777777777,505.48266666666666,94188.0,Wednesday,September
2021-09-09,12918.25,310.038,76136.0,Thursday,September
2021-09-10,30593.777777777777,734.2506666666667,114424.0,Friday,September
2021-09-11,1193.2777777777778,28.638666666666666,13552.0,Saturday,September
2021-09-12,4862.708333333333,116.705,43740.0,Sunday,September
